"month","day","year","business_id","risk_category","inspection_score","zipcode","latitude","longitude"
2,26,2018,10030,"None",100,94103,37.766864,-122.419014
9,5,2017,10083,"Moderate Risk",81,94111,37.794024,-122.401299
9,5,2017,10083,"Moderate Risk",81,94111,37.794024,-122.401299
4,26,2019,10083,"Moderate Risk",86,94111,37.794024,-122.401299
9,19,2017,10280,"Moderate Risk",92,94102,37.782034,-122.419777
4,5,2018,10280,"Low Risk",88,94102,37.782034,-122.419777
10,18,2018,10280,"High Risk",81,94102,37.782034,-122.419777
10,18,2018,10280,"Low Risk",81,94102,37.782034,-122.419777
10,18,2018,10280,"Low Risk",81,94102,37.782034,-122.419777
10,18,2018,10280,"Low Risk",81,94102,37.782034,-122.419777
3,1,2019,10280,"Low Risk",88,94102,37.782034,-122.419777
3,1,2019,10280,"Low Risk",88,94102,37.782034,-122.419777
5,23,2017,10282,"High Risk",91,94118,37.787311,-122.446839
6,12,2018,10282,"Low Risk",92,94118,37.787311,-122.446839
6,12,2018,10282,"Low Risk",92,94118,37.787311,-122.446839
10,2,2017,10332,"Moderate Risk",79,94103,37.776384,-122.411684
10,2,2017,10332,"Low Risk",79,94103,37.776384,-122.411684
10,2,2017,10332,"Moderate Risk",79,94103,37.776384,-122.411684
11,27,2018,10332,"Low Risk",75,94103,37.776384,-122.411684
11,27,2018,10332,"Low Risk",75,94103,37.776384,-122.411684
11,27,2018,10332,"Low Risk",75,94103,37.776384,-122.411684
7,16,2019,10332,"Low Risk",82,94103,37.776384,-122.411684
7,16,2019,10332,"High Risk",82,94103,37.776384,-122.411684
7,28,2017,10433,"Low Risk",86,94102,37.788128,-122.409705
1,24,2019,10433,"Low Risk",70,94102,37.788128,-122.409705
1,24,2019,10433,"High Risk",70,94102,37.788128,-122.409705
1,24,2019,10433,"Low Risk",70,94102,37.788128,-122.409705
1,24,2019,10433,"Moderate Risk",70,94102,37.788128,-122.409705
1,8,2019,10438,"Moderate Risk",90,94102,37.788858,-122.411754
1,8,2019,10438,"Low Risk",90,94102,37.788858,-122.411754
6,5,2017,10540,"Low Risk",72,94111,37.795225,-122.39377
6,5,2017,10540,"Low Risk",72,94111,37.795225,-122.39377
6,5,2017,10540,"Low Risk",72,94111,37.795225,-122.39377
6,5,2017,10540,"High Risk",72,94111,37.795225,-122.39377
6,5,2017,10540,"Moderate Risk",72,94111,37.795225,-122.39377
6,5,2017,10540,"High Risk",72,94111,37.795225,-122.39377
6,15,2018,10540,"High Risk",87,94111,37.795225,-122.39377
3,21,2019,10540,"Low Risk",87,94111,37.795225,-122.39377
9,27,2017,10625,"Low Risk",79,94108,37.790453,-122.403994
9,27,2017,10625,"High Risk",79,94108,37.790453,-122.403994
10,4,2018,10625,"Low Risk",85,94108,37.790453,-122.403994
10,4,2018,10625,"High Risk",85,94108,37.790453,-122.403994
4,11,2018,10875,"Moderate Risk",90,94115,37.778194,-122.438474
4,11,2018,10875,"Moderate Risk",90,94115,37.778194,-122.438474
3,13,2019,10875,"Low Risk",92,94115,37.778194,-122.438474
1,9,2018,10877,"Low Risk",81,94118,37.783038,-122.462982
7,1,2019,10877,"Low Risk",48,94118,37.783038,-122.462982
7,1,2019,10877,"Low Risk",48,94118,37.783038,-122.462982
7,1,2019,10877,"High Risk",48,94118,37.783038,-122.462982
7,1,2019,10877,"Moderate Risk",48,94118,37.783038,-122.462982
1,17,2018,10931,"Low Risk",96,94118,37.781736,-122.452151
12,3,2018,10931,"High Risk",91,94118,37.781736,-122.452151
11,14,2016,10990,"Moderate Risk",84,94122,37.753623,-122.489929
11,14,2016,10990,"Moderate Risk",84,94122,37.753623,-122.489929
11,14,2016,10990,"Low Risk",84,94122,37.753623,-122.489929
11,14,2017,10990,"Moderate Risk",86,94122,37.753623,-122.489929
11,14,2017,10990,"Moderate Risk",86,94122,37.753623,-122.489929
7,17,2019,10990,"Moderate Risk",86,94122,37.753623,-122.489929
7,17,2019,10990,"Low Risk",86,94122,37.753623,-122.489929
3,7,2018,11289,"Moderate Risk",90,94107,37.776805,-122.393789
1,16,2018,11304,"Low Risk",96,94105,37.787914,-122.387718
7,9,2019,11304,"Moderate Risk",88,94105,37.787914,-122.387718
7,9,2019,11304,"Moderate Risk",88,94105,37.787914,-122.387718
4,24,2018,11379,"Low Risk",79,94117,37.774824,-122.436094
4,24,2018,11379,"Low Risk",79,94117,37.774824,-122.436094
4,24,2018,11379,"Moderate Risk",79,94117,37.774824,-122.436094
11,13,2017,11568,"Moderate Risk",87,94111,37.795225,-122.39377
11,13,2017,11568,"Low Risk",87,94111,37.795225,-122.39377
3,12,2019,11568,"Low Risk",86,94111,37.795225,-122.39377
3,12,2019,11568,"Low Risk",86,94111,37.795225,-122.39377
3,12,2019,11568,"Low Risk",86,94111,37.795225,-122.39377
1,30,2017,11594,"Moderate Risk",90,94107,37.779237,-122.397709
1,30,2017,11594,"Moderate Risk",90,94107,37.779237,-122.397709
3,15,2018,11594,"Moderate Risk",96,94107,37.779237,-122.397709
12,27,2016,11610,"Moderate Risk",90,94131,37.742129,-122.425006
1,7,2019,11610,"Low Risk",87,94131,37.742129,-122.425006
1,7,2019,11610,"High Risk",87,94131,37.742129,-122.425006
3,14,2017,11860,"Low Risk",80,94102,37.787098,-122.410594
3,14,2017,11860,"Low Risk",80,94102,37.787098,-122.410594
3,14,2017,11860,"Low Risk",80,94102,37.787098,-122.410594
10,23,2017,11860,"Low Risk",96,94102,37.787098,-122.410594
2,28,2019,11860,"Low Risk",85,94102,37.787098,-122.410594
2,28,2019,11860,"Low Risk",85,94102,37.787098,-122.410594
2,28,2019,11860,"High Risk",85,94102,37.787098,-122.410594
2,28,2019,11860,"Low Risk",85,94102,37.787098,-122.410594
6,26,2018,12083,"Moderate Risk",83,94103,37.78093,-122.402669
12,21,2018,12682,"High Risk",85,94115,37.781813,-122.436381
11,20,2017,12768,"Low Risk",90,94124,37.743419,-122.383536
7,23,2019,12768,"Low Risk",92,94124,37.743419,-122.383536
8,9,2017,12970,"High Risk",82,94110,37.750134,-122.413935
12,18,2017,12970,"None",100,94110,37.750134,-122.413935
4,13,2018,12970,"None",100,94110,37.750134,-122.413935
9,25,2019,12970,"Moderate Risk",96,94110,37.750134,-122.413935
8,29,2017,13218,"Moderate Risk",85,94107,37.782504,-122.392843
8,13,2019,13218,"Moderate Risk",90,94107,37.782504,-122.392843
8,13,2019,13218,"Moderate Risk",90,94107,37.782504,-122.392843
12,28,2017,13226,"Low Risk",98,94123,37.800534,-122.438217
10,31,2017,13374,"Low Risk",98,94114,37.757398,-122.4442
3,29,2017,13427,"Low Risk",98,94132,37.711185,-122.46779
6,22,2018,13623,"High Risk",75,94105,37.786803,-122.399681
6,22,2018,13623,"High Risk",75,94105,37.786803,-122.399681
6,25,2019,13623,"Low Risk",90,94105,37.786803,-122.399681
2,27,2018,13671,"Moderate Risk",89,94107,37.776491,-122.394175
6,12,2019,13814,"Low Risk",87,94103,37.774722,-122.406761
6,12,2019,13814,"Moderate Risk",87,94103,37.774722,-122.406761
6,12,2019,13814,"High Risk",87,94103,37.774722,-122.406761
11,15,2017,13831,"Low Risk",83,94111,37.794543,-122.397037
11,15,2017,13831,"Moderate Risk",83,94111,37.794543,-122.397037
4,25,2019,13831,"Moderate Risk",79,94111,37.794543,-122.397037
4,25,2018,13838,"Moderate Risk",90,94122,37.760528,-122.503991
9,11,2019,13838,"Moderate Risk",90,94122,37.760528,-122.503991
1,31,2017,14005,"Moderate Risk",90,94132,37.733901,-122.490726
12,5,2017,14005,"Moderate Risk",90,94132,37.733901,-122.490726
12,5,2017,14005,"Moderate Risk",90,94132,37.733901,-122.490726
5,9,2019,14005,"Low Risk",90,94132,37.733901,-122.490726
5,9,2019,14005,"Moderate Risk",90,94132,37.733901,-122.490726
5,9,2019,14005,"Low Risk",90,94132,37.733901,-122.490726
3,7,2018,14071,"Low Risk",92,94107,37.776858,-122.394729
3,7,2018,14071,"Low Risk",92,94107,37.776858,-122.394729
7,16,2019,14071,"Low Risk",85,94107,37.776858,-122.394729
7,16,2019,14071,"Moderate Risk",85,94107,37.776858,-122.394729
6,21,2018,14303,"Moderate Risk",84,94122,37.760454,-122.503939
4,24,2018,14429,"None",100,94117,37.777488,-122.438257
4,10,2017,14577,"Moderate Risk",79,94102,37.783249,-122.414065
4,10,2017,14577,"High Risk",79,94102,37.783249,-122.414065
9,28,2017,14740,"Low Risk",98,94122,37.753338,-122.497572
11,3,2016,14743,"None",100,94122,37.753338,-122.497572
9,28,2017,14743,"Low Risk",98,94122,37.753338,-122.497572
9,20,2019,14743,"Low Risk",96,94122,37.753338,-122.497572
10,26,2016,14909,"Low Risk",98,94108,37.789834,-122.411247
8,22,2017,14909,"None",100,94108,37.789834,-122.411247
10,26,2016,14910,"Low Risk",98,94108,37.789813,-122.411447
8,22,2017,14910,"None",100,94108,37.789813,-122.411447
4,25,2019,14910,"High Risk",93,94108,37.789813,-122.411447
9,5,2017,14971,"None",100,94115,37.792628,-122.433514
11,2,2018,14971,"None",100,94115,37.792628,-122.433514
4,7,2017,15120,"Low Risk",92,94103,37.784317,-122.407563
3,14,2018,15120,"Low Risk",94,94103,37.784317,-122.407563
10,12,2016,15279,"Low Risk",92,94112,37.724174,-122.435859
9,25,2017,15279,"Low Risk",94,94112,37.724174,-122.435859
9,25,2017,15279,"Low Risk",94,94112,37.724174,-122.435859
5,31,2019,15279,"Moderate Risk",83,94112,37.724174,-122.435859
12,11,2017,15535,"Low Risk",92,94133,37.808352,-122.415157
10,4,2018,15535,"Low Risk",98,94133,37.808352,-122.415157
1,2,2019,15738,"Moderate Risk",75,94105,37.787343,-122.398902
1,2,2019,15738,"Moderate Risk",75,94105,37.787343,-122.398902
6,13,2019,15738,"High Risk",80,94105,37.787343,-122.398902
6,13,2019,15738,"Moderate Risk",80,94105,37.787343,-122.398902
6,13,2019,15738,"High Risk",80,94105,37.787343,-122.398902
6,25,2018,15752,"Low Risk",94,94103,37.768168,-122.42225
12,3,2018,15806,"Low Risk",96,94133,37.796597,-122.406696
2,2,2017,16047,"Low Risk",92,94118,37.777123,-122.46534
2,2,2017,16047,"Low Risk",92,94118,37.777123,-122.46534
2,2,2017,16047,"Low Risk",92,94118,37.777123,-122.46534
5,14,2019,16047,"Moderate Risk",94,94118,37.777123,-122.46534
5,14,2019,16047,"Low Risk",94,94118,37.777123,-122.46534
11,18,2016,16286,"Moderate Risk",88,94111,37.795366,-122.400435
5,20,2019,16286,"Moderate Risk",94,94111,37.795366,-122.400435
7,27,2017,16329,"Low Risk",83,94124,37.749798,-122.395962
7,27,2017,16329,"Low Risk",83,94124,37.749798,-122.395962
1,10,2019,16329,"Moderate Risk",64,94124,37.749798,-122.395962
1,10,2019,16329,"Moderate Risk",64,94124,37.749798,-122.395962
1,10,2019,16329,"Moderate Risk",64,94124,37.749798,-122.395962
8,6,2019,16329,"Moderate Risk",80,94124,37.749798,-122.395962
12,6,2016,16441,"Moderate Risk",82,94134,37.728718,-122.404101
12,6,2016,16441,"Moderate Risk",82,94134,37.728718,-122.404101
11,20,2017,16441,"Low Risk",74,94134,37.728718,-122.404101
11,20,2017,16441,"Low Risk",74,94134,37.728718,-122.404101
2,11,2019,16441,"Moderate Risk",76,94134,37.728718,-122.404101
2,11,2019,16441,"Moderate Risk",76,94134,37.728718,-122.404101
9,12,2019,16441,"High Risk",74,94134,37.728718,-122.404101
9,12,2019,16441,"Low Risk",74,94134,37.728718,-122.404101
9,12,2019,16441,"Moderate Risk",74,94134,37.728718,-122.404101
9,12,2019,16441,"High Risk",74,94134,37.728718,-122.404101
2,26,2018,16513,"High Risk",83,94110,37.762249,-122.413092
3,4,2019,16513,"Low Risk",83,94110,37.762249,-122.413092
3,4,2019,16513,"High Risk",83,94110,37.762249,-122.413092
3,4,2019,16513,"Low Risk",83,94110,37.762249,-122.413092
11,7,2017,16751,"Low Risk",96,94103,37.768654,-122.415586
8,1,2019,16751,"Moderate Risk",84,94103,37.768654,-122.415586
8,1,2019,16751,"Low Risk",84,94103,37.768654,-122.415586
8,1,2019,16751,"Moderate Risk",84,94103,37.768654,-122.415586
8,1,2019,16751,"Low Risk",84,94103,37.768654,-122.415586
3,25,2019,16784,"Moderate Risk",89,94105,37.792577,-122.393992
3,25,2019,16784,"High Risk",89,94105,37.792577,-122.393992
5,14,2018,17570,"Moderate Risk",84,94107,37.780084,-122.391278
5,14,2018,17570,"Moderate Risk",84,94107,37.780084,-122.391278
4,3,2017,17612,"Moderate Risk",94,94102,37.776955,-122.426292
11,5,2018,17612,"None",100,94102,37.776955,-122.426292
1,12,2017,17616,"Low Risk",85,94102,37.776917,-122.422231
1,12,2017,17616,"Moderate Risk",85,94102,37.776917,-122.422231
3,30,2018,17647,"Moderate Risk",88,94122,37.760198,-122.469081
7,23,2019,17647,"Low Risk",90,94122,37.760198,-122.469081
2,16,2017,17689,"High Risk",70,94105,37.787148,-122.400822
9,5,2017,17689,"Moderate Risk",74,94105,37.787148,-122.400822
9,5,2017,17689,"High Risk",74,94105,37.787148,-122.400822
9,5,2017,17689,"Low Risk",74,94105,37.787148,-122.400822
4,16,2019,17689,"Moderate Risk",86,94105,37.787148,-122.400822
2,22,2018,17723,"Low Risk",84,94127,37.738857,-122.457584
12,12,2018,17723,"Moderate Risk",69,94127,37.738857,-122.457584
12,12,2018,17723,"Low Risk",69,94127,37.738857,-122.457584
12,12,2018,17723,"Low Risk",69,94127,37.738857,-122.457584
10,24,2016,17750,"Low Risk",81,94123,37.800254,-122.440467
1,8,2018,17750,"Moderate Risk",80,94123,37.800254,-122.440467
1,8,2018,17750,"High Risk",80,94123,37.800254,-122.440467
1,8,2018,17750,"High Risk",80,94123,37.800254,-122.440467
1,8,2018,17750,"Low Risk",80,94123,37.800254,-122.440467
11,3,2016,17779,"Low Risk",90,94112,37.733466,-122.428086
11,3,2016,17779,"Low Risk",90,94112,37.733466,-122.428086
10,4,2017,17947,"High Risk",81,94121,37.780278,-122.482311
10,24,2018,17947,"High Risk",71,94121,37.780278,-122.482311
10,24,2018,17947,"High Risk",71,94121,37.780278,-122.482311
1,26,2017,18047,"Low Risk",72,94110,37.753463,-122.418536
1,26,2017,18047,"Low Risk",72,94110,37.753463,-122.418536
1,26,2017,18047,"Moderate Risk",72,94110,37.753463,-122.418536
12,5,2017,18047,"Low Risk",77,94110,37.753463,-122.418536
8,6,2018,18047,"Low Risk",75,94110,37.753463,-122.418536
8,6,2018,18047,"High Risk",75,94110,37.753463,-122.418536
2,3,2017,18102,"Low Risk",86,94121,37.775728,-122.497701
2,3,2017,18102,"Low Risk",86,94121,37.775728,-122.497701
4,27,2018,18102,"Low Risk",92,94121,37.775728,-122.497701
2,20,2019,18102,"Moderate Risk",71,94121,37.775728,-122.497701
12,14,2016,18120,"Low Risk",96,94105,37.787127,-122.400201
4,24,2018,18120,"Moderate Risk",88,94105,37.787127,-122.400201
5,15,2019,18120,"Moderate Risk",83,94105,37.787127,-122.400201
5,15,2019,18120,"High Risk",83,94105,37.787127,-122.400201
6,6,2018,18310,"Low Risk",82,94112,37.723782,-122.435446
6,6,2018,18310,"Low Risk",82,94112,37.723782,-122.435446
6,6,2018,18310,"Moderate Risk",82,94112,37.723782,-122.435446
8,19,2019,18310,"High Risk",78,94112,37.723782,-122.435446
8,19,2019,18310,"Moderate Risk",78,94112,37.723782,-122.435446
8,19,2019,18310,"Low Risk",78,94112,37.723782,-122.435446
12,29,2016,18357,"Low Risk",86,94133,37.799513,-122.410704
11,29,2017,18480,"Low Risk",74,94108,37.795138,-122.406863
12,17,2018,18480,"Low Risk",70,94108,37.795138,-122.406863
12,17,2018,18480,"Low Risk",70,94108,37.795138,-122.406863
12,17,2018,18480,"Low Risk",70,94108,37.795138,-122.406863
12,17,2018,18480,"Moderate Risk",70,94108,37.795138,-122.406863
7,16,2019,18480,"Moderate Risk",68,94108,37.795138,-122.406863
10,18,2016,18514,"Low Risk",79,94110,37.762366,-122.419491
10,10,2017,18514,"Moderate Risk",72,94110,37.762366,-122.419491
5,30,2018,18514,"High Risk",73,94110,37.762366,-122.419491
5,30,2018,18514,"Moderate Risk",73,94110,37.762366,-122.419491
5,30,2018,18514,"Moderate Risk",73,94110,37.762366,-122.419491
5,30,2018,18514,"Moderate Risk",73,94110,37.762366,-122.419491
7,16,2019,18514,"Moderate Risk",83,94110,37.762366,-122.419491
7,10,2017,18538,"Low Risk",98,94111,37.795225,-122.39377
6,24,2019,18538,"Moderate Risk",88,94111,37.795225,-122.39377
9,28,2017,18573,"Low Risk",92,94109,37.802163,-122.424794
9,28,2017,18573,"Moderate Risk",92,94109,37.802163,-122.424794
3,21,2018,18573,"Moderate Risk",89,94109,37.802163,-122.424794
4,8,2019,18573,"High Risk",91,94109,37.802163,-122.424794
2,14,2018,18577,"Moderate Risk",92,94103,37.784548,-122.40419
2,13,2017,18606,"High Risk",83,94115,37.782764,-122.432634
2,13,2017,18606,"Low Risk",83,94115,37.782764,-122.432634
2,13,2017,18606,"Low Risk",83,94115,37.782764,-122.432634
2,13,2017,18606,"Moderate Risk",83,94115,37.782764,-122.432634
2,13,2017,18606,"Low Risk",83,94115,37.782764,-122.432634
3,6,2019,18606,"Low Risk",84,94115,37.782764,-122.432634
5,2,2018,18767,"Low Risk",90,94122,37.763399,-122.479654
12,13,2017,18800,"Moderate Risk",92,94103,37.778547,-122.41013
5,22,2019,18800,"Low Risk",83,94103,37.778547,-122.41013
12,5,2016,18825,"Low Risk",94,94114,37.751474,-122.430708
2,21,2018,18825,"Moderate Risk",86,94114,37.751474,-122.430708
11,26,2018,18825,"Low Risk",78,94114,37.751474,-122.430708
11,26,2018,18825,"Moderate Risk",78,94114,37.751474,-122.430708
9,18,2019,18825,"Low Risk",85,94114,37.751474,-122.430708
9,18,2019,18825,"Moderate Risk",85,94114,37.751474,-122.430708
11,29,2017,18826,"Low Risk",87,94115,37.789074,-122.433783
10,30,2017,18874,"Low Risk",96,94133,37.797978,-122.406134
11,9,2016,18921,"High Risk",93,94117,37.774778,-122.437717
9,22,2017,18953,"None",100,94108,37.795057,-122.404876
9,22,2017,18954,"None",100,94108,37.795057,-122.404876
2,23,2018,18981,"Low Risk",96,94109,37.798392,-122.418923
1,8,2018,18996,"Moderate Risk",96,94110,37.756427,-122.421094
8,24,2018,18996,"Moderate Risk",88,94110,37.756427,-122.421094
6,20,2017,19002,"Low Risk",86,94121,37.780421,-122.479933
6,20,2017,19002,"Moderate Risk",86,94121,37.780421,-122.479933
6,7,2018,19002,"Moderate Risk",87,94121,37.780421,-122.479933
8,22,2019,19002,"Moderate Risk",87,94121,37.780421,-122.479933
8,22,2019,19002,"High Risk",87,94121,37.780421,-122.479933
8,22,2019,19002,"Low Risk",87,94121,37.780421,-122.479933
8,1,2017,19003,"High Risk",62,94103,37.764903,-122.421609
8,1,2017,19003,"High Risk",62,94103,37.764903,-122.421609
1,18,2018,19003,"Moderate Risk",83,94103,37.764903,-122.421609
1,18,2018,19003,"Moderate Risk",83,94103,37.764903,-122.421609
1,18,2018,19003,"High Risk",83,94103,37.764903,-122.421609
11,10,2016,19041,"Low Risk",85,94107,37.777398,-122.392391
3,29,2019,19041,"Moderate Risk",82,94107,37.777398,-122.392391
3,29,2019,19041,"Moderate Risk",82,94107,37.777398,-122.392391
9,12,2017,19043,"Low Risk",92,94122,37.763597,-122.477638
9,12,2017,19043,"Low Risk",92,94122,37.763597,-122.477638
9,5,2018,19043,"Moderate Risk",92,94122,37.763597,-122.477638
9,9,2019,19043,"Moderate Risk",88,94122,37.763597,-122.477638
11,30,2016,19055,"Moderate Risk",92,94103,37.783257,-122.402816
11,30,2016,19055,"Moderate Risk",92,94103,37.783257,-122.402816
11,30,2016,19056,"Moderate Risk",96,94103,37.783257,-122.402816
11,30,2016,19057,"Moderate Risk",96,94103,37.783257,-122.402816
8,2,2019,19057,"None",100,94103,37.783257,-122.402816
8,9,2018,19060,"Low Risk",98,94103,37.784128,-122.401533
3,1,2017,19061,"Moderate Risk",96,94103,37.784128,-122.401533
8,9,2018,19061,"Moderate Risk",94,94103,37.784128,-122.401533
3,1,2017,19064,"Moderate Risk",92,94103,37.784128,-122.401533
6,26,2017,19076,"High Risk",65,94118,37.781153,-122.45936
6,26,2017,19076,"High Risk",65,94118,37.781153,-122.45936
4,11,2018,19076,"Moderate Risk",81,94118,37.781153,-122.45936
10,22,2018,19076,"Low Risk",85,94118,37.781153,-122.45936
5,16,2019,19076,"High Risk",85,94118,37.781153,-122.45936
3,1,2017,19082,"Moderate Risk",88,94103,37.784128,-122.401533
10,25,2018,19094,"Low Risk",89,94118,37.786663,-122.451147
11,14,2017,19131,"Low Risk",83,94110,37.753844,-122.416396
11,14,2017,19131,"Low Risk",83,94110,37.753844,-122.416396
11,14,2017,19131,"High Risk",83,94110,37.753844,-122.416396
11,14,2017,19131,"Low Risk",83,94110,37.753844,-122.416396
2,4,2019,19138,"Moderate Risk",82,94127,37.725306,-122.462261
6,8,2017,19169,"Low Risk",88,94112,37.72285,-122.436245
5,30,2018,19169,"Low Risk",88,94112,37.72285,-122.436245
9,9,2019,19170,"Low Risk",98,94110,37.739041,-122.415636
9,6,2017,19205,"Low Risk",92,94114,37.767631,-122.428569
9,19,2019,19205,"Low Risk",94,94114,37.767631,-122.428569
1,16,2018,19357,"Moderate Risk",69,94123,37.799095,-122.442457
1,16,2018,19357,"Low Risk",69,94123,37.799095,-122.442457
1,16,2018,19357,"Low Risk",69,94123,37.799095,-122.442457
1,16,2018,19357,"High Risk",69,94123,37.799095,-122.442457
1,16,2018,19357,"Moderate Risk",69,94123,37.799095,-122.442457
1,16,2018,19357,"Low Risk",69,94123,37.799095,-122.442457
1,10,2017,19373,"High Risk",63,94124,37.737021,-122.390043
1,10,2017,19373,"High Risk",63,94124,37.737021,-122.390043
4,26,2017,19373,"High Risk",72,94124,37.737021,-122.390043
4,26,2017,19373,"High Risk",72,94124,37.737021,-122.390043
1,3,2018,19373,"Low Risk",73,94124,37.737021,-122.390043
11,1,2018,19373,"High Risk",66,94124,37.737021,-122.390043
11,1,2018,19373,"Low Risk",66,94124,37.737021,-122.390043
11,1,2018,19373,"Low Risk",66,94124,37.737021,-122.390043
11,1,2018,19373,"Moderate Risk",66,94124,37.737021,-122.390043
11,1,2018,19373,"High Risk",66,94124,37.737021,-122.390043
3,14,2019,19373,"Moderate Risk",81,94124,37.737021,-122.390043
11,9,2016,19379,"Low Risk",89,94104,37.789064,-122.402861
11,14,2017,19379,"Moderate Risk",90,94104,37.789064,-122.402861
3,2,2018,19403,"Low Risk",94,94133,37.805493,-122.414407
3,2,2018,19403,"Moderate Risk",94,94133,37.805493,-122.414407
12,22,2016,19416,"Moderate Risk",94,94103,37.784317,-122.407563
12,22,2016,19416,"Low Risk",94,94103,37.784317,-122.407563
11,22,2017,19416,"Low Risk",94,94103,37.784317,-122.407563
2,24,2017,19417,"Low Risk",96,94103,37.787569,-122.403349
11,28,2017,19417,"Low Risk",96,94103,37.787569,-122.403349
3,14,2019,19417,"Low Risk",98,94103,37.787569,-122.403349
2,8,2017,19418,"Low Risk",98,94103,37.770517,-122.403221
6,10,2019,19418,"Low Risk",98,94103,37.770517,-122.403221
12,7,2016,20116,"High Risk",87,94116,37.742933,-122.47745
12,7,2016,20116,"Low Risk",87,94116,37.742933,-122.47745
10,18,2017,20116,"Moderate Risk",88,94116,37.742933,-122.47745
10,18,2017,20116,"Low Risk",88,94116,37.742933,-122.47745
10,18,2017,20116,"Moderate Risk",88,94116,37.742933,-122.47745
5,23,2019,20116,"Moderate Risk",90,94116,37.742933,-122.47745
5,23,2019,20116,"Low Risk",90,94116,37.742933,-122.47745
5,23,2019,20116,"Low Risk",90,94116,37.742933,-122.47745
11,7,2017,20327,"High Risk",83,94114,37.751137,-122.434095
11,7,2017,20327,"Moderate Risk",83,94114,37.751137,-122.434095
7,17,2018,20327,"High Risk",84,94114,37.751137,-122.434095
12,10,2016,20367,"Low Risk",81,94112,37.730569,-122.429418
12,10,2016,20367,"Moderate Risk",81,94112,37.730569,-122.429418
11,17,2017,20367,"High Risk",76,94112,37.730569,-122.429418
11,17,2017,20367,"High Risk",76,94112,37.730569,-122.429418
1,3,2019,20367,"Moderate Risk",77,94112,37.730569,-122.429418
1,3,2019,20367,"High Risk",77,94112,37.730569,-122.429418
3,7,2018,21143,"Low Risk",92,94107,37.783272,-122.398204
3,7,2018,21143,"Moderate Risk",92,94107,37.783272,-122.398204
7,19,2019,21143,"Moderate Risk",88,94107,37.783272,-122.398204
7,19,2019,21143,"Moderate Risk",88,94107,37.783272,-122.398204
2,24,2017,21407,"Moderate Risk",92,94103,37.787451,-122.403337
12,11,2017,21407,"Low Risk",88,94103,37.787451,-122.403337
3,14,2019,21407,"Moderate Risk",77,94103,37.787451,-122.403337
3,14,2019,21407,"Low Risk",77,94103,37.787451,-122.403337
10,3,2017,21583,"Moderate Risk",96,94109,37.787448,-122.415243
10,18,2017,21785,"Moderate Risk",85,94111,37.793368,-122.399294
2,19,2019,21785,"Moderate Risk",82,94111,37.793368,-122.399294
2,19,2019,21785,"Low Risk",82,94111,37.793368,-122.399294
10,30,2017,21807,"Moderate Risk",86,94110,37.743943,-122.421988
1,30,2019,21807,"High Risk",75,94110,37.743943,-122.421988
1,30,2019,21807,"High Risk",75,94110,37.743943,-122.421988
1,30,2019,21807,"High Risk",75,94110,37.743943,-122.421988
7,24,2019,21807,"Low Risk",85,94110,37.743943,-122.421988
10,5,2017,21909,"Moderate Risk",94,94109,37.787806,-122.420192
10,5,2017,21909,"Low Risk",94,94109,37.787806,-122.420192
7,19,2019,21909,"Low Risk",91,94109,37.787806,-122.420192
12,30,2016,21921,"Moderate Risk",69,94102,37.787657,-122.411627
12,30,2016,21921,"Moderate Risk",69,94102,37.787657,-122.411627
12,30,2016,21921,"Low Risk",69,94102,37.787657,-122.411627
10,10,2017,21921,"Low Risk",92,94102,37.787657,-122.411627
6,3,2019,21921,"Moderate Risk",86,94102,37.787657,-122.411627
6,3,2019,21921,"Low Risk",86,94102,37.787657,-122.411627
6,3,2019,21921,"Low Risk",86,94102,37.787657,-122.411627
12,5,2017,22177,"Moderate Risk",90,94117,37.778106,-122.451533
12,5,2017,22177,"Low Risk",90,94117,37.778106,-122.451533
3,8,2017,22606,"Low Risk",90,94131,37.734072,-122.433948
3,8,2017,22606,"Low Risk",90,94131,37.734072,-122.433948
5,31,2018,22606,"Low Risk",92,94131,37.734072,-122.433948
5,31,2018,22606,"Low Risk",92,94131,37.734072,-122.433948
2,4,2019,22606,"Moderate Risk",83,94131,37.734072,-122.433948
2,4,2019,22606,"High Risk",83,94131,37.734072,-122.433948
2,27,2018,22671,"Low Risk",96,94107,37.758944,-122.402104
10,11,2017,23068,"Low Risk",80,94103,37.764903,-122.421439
10,11,2017,23068,"Low Risk",80,94103,37.764903,-122.421439
10,11,2017,23068,"Low Risk",80,94103,37.764903,-122.421439
10,11,2017,23068,"High Risk",80,94103,37.764903,-122.421439
5,31,2018,23068,"Low Risk",85,94103,37.764903,-122.421439
5,31,2018,23068,"Moderate Risk",85,94103,37.764903,-122.421439
1,19,2017,23273,"Low Risk",94,94124,37.736484,-122.398418
12,18,2017,23273,"Moderate Risk",96,94124,37.736484,-122.398418
7,9,2018,23702,"High Risk",76,94115,37.786022,-122.429903
10,7,2016,23704,"Moderate Risk",90,94109,37.79511,-122.421411
10,17,2018,23704,"None",100,94109,37.79511,-122.421411
5,22,2019,23865,"None",100,94110,37.761504,-122.425817
8,17,2018,24023,"Low Risk",92,94115,37.785183,-122.432697
3,1,2017,24024,"None",100,94115,37.785183,-122.432697
8,17,2018,24025,"Moderate Risk",90,94115,37.785183,-122.432697
8,17,2018,24025,"Low Risk",90,94115,37.785183,-122.432697
