"month","day","year","business_id","risk_category","inspection_score","zipcode","latitude","longitude"
10,28,2016,34662,"Moderate Risk",85,94133,37.798088,-122.405368
10,28,2016,34662,"Low Risk",85,94133,37.798088,-122.405368
4,30,2018,34662,"Moderate Risk",89,94133,37.798088,-122.405368
4,30,2018,34662,"High Risk",89,94133,37.798088,-122.405368
5,3,2017,34665,"Low Risk",90,94131,37.734483,-122.433729
6,4,2018,34665,"Moderate Risk",83,94131,37.734483,-122.433729
6,12,2019,34665,"Low Risk",81,94131,37.734483,-122.433729
10,5,2017,34676,"Low Risk",68,94102,37.781786,-122.417147
10,5,2017,34676,"Low Risk",68,94102,37.781786,-122.417147
10,5,2017,34676,"High Risk",68,94102,37.781786,-122.417147
3,6,2017,34708,"Low Risk",96,94110,37.738893,-122.414078
9,6,2017,34708,"Moderate Risk",90,94110,37.738893,-122.414078
8,14,2019,34708,"High Risk",82,94110,37.738893,-122.414078
10,29,2018,34726,"Low Risk",96,94118,37.787478,-122.452723
4,29,2019,34726,"Low Risk",92,94118,37.787478,-122.452723
1,30,2018,34746,"Low Risk",92,94123,37.799716,-122.436685
1,30,2018,34746,"Low Risk",92,94123,37.799716,-122.436685
10,16,2018,34749,"Moderate Risk",90,94105,37.786529,-122.397827
9,25,2017,34787,"Low Risk",96,94121,37.780148,-122.485532
5,2,2019,34787,"Low Risk",92,94121,37.780148,-122.485532
2,19,2019,34814,"Low Risk",82,94108,37.790324,-122.404774
10,2,2019,34814,"Moderate Risk",87,94108,37.790324,-122.404774
4,24,2017,34858,"Moderate Risk",92,94109,37.789518,-122.414409
2,23,2017,35106,"Low Risk",86,94102,37.778743,-122.415607
2,23,2017,35106,"Moderate Risk",86,94102,37.778743,-122.415607
2,23,2017,35106,"Low Risk",86,94102,37.778743,-122.415607
1,3,2017,35199,"Moderate Risk",79,94134,37.729254,-122.40426
1,3,2017,35199,"Moderate Risk",79,94134,37.729254,-122.40426
2,1,2018,35199,"Moderate Risk",80,94134,37.729254,-122.40426
2,1,2018,35199,"Moderate Risk",80,94134,37.729254,-122.40426
2,1,2018,35199,"Moderate Risk",80,94134,37.729254,-122.40426
2,1,2018,35199,"Moderate Risk",80,94134,37.729254,-122.40426
2,1,2018,35199,"Moderate Risk",80,94134,37.729254,-122.40426
4,8,2019,35199,"High Risk",71,94134,37.729254,-122.40426
4,8,2019,35199,"High Risk",71,94134,37.729254,-122.40426
4,8,2019,35199,"Low Risk",71,94134,37.729254,-122.40426
4,8,2019,35199,"High Risk",71,94134,37.729254,-122.40426
11,8,2017,35221,"Moderate Risk",79,94133,37.796026,-122.406202
11,8,2017,35221,"Low Risk",79,94133,37.796026,-122.406202
11,8,2017,35221,"High Risk",79,94133,37.796026,-122.406202
3,5,2019,35240,"High Risk",85,94115,37.785676,-122.429476
3,5,2019,35240,"Low Risk",85,94115,37.785676,-122.429476
12,5,2017,35317,"Low Risk",90,94114,37.764248,-122.433392
10,22,2018,35340,"Low Risk",98,94134,37.724683,-122.41765
9,11,2019,35340,"Low Risk",98,94134,37.724683,-122.41765
4,30,2018,35415,"None",100,94111,37.805934,-122.404248
2,19,2019,35425,"Low Risk",82,94105,37.681741,-122.481424
12,9,2016,35507,"Low Risk",90,94123,37.799944,-122.442716
1,5,2018,35507,"Moderate Risk",92,94123,37.799944,-122.442716
1,5,2018,35507,"Low Risk",92,94123,37.799944,-122.442716
9,5,2017,35565,"Low Risk",87,94102,37.784148,-122.411224
8,24,2018,35565,"Moderate Risk",96,94102,37.784148,-122.411224
2,28,2019,35592,"Moderate Risk",84,94105,37.792864,-122.392653
2,28,2019,35592,"Moderate Risk",84,94105,37.792864,-122.392653
9,15,2017,35659,"High Risk",89,94111,37.791984,-122.399754
10,15,2018,35659,"Moderate Risk",81,94111,37.791984,-122.399754
6,10,2019,35659,"Low Risk",80,94111,37.791984,-122.399754
6,10,2019,35659,"Low Risk",80,94111,37.791984,-122.399754
11,22,2016,35702,"Low Risk",79,94122,37.753954,-122.481866
11,22,2016,35702,"High Risk",79,94122,37.753954,-122.481866
4,21,2017,35702,"Moderate Risk",84,94122,37.753954,-122.481866
4,21,2017,35702,"Low Risk",84,94122,37.753954,-122.481866
4,21,2017,35702,"Moderate Risk",84,94122,37.753954,-122.481866
3,6,2018,35702,"Low Risk",61,94122,37.753954,-122.481866
3,6,2018,35702,"High Risk",61,94122,37.753954,-122.481866
3,6,2018,35702,"Low Risk",61,94122,37.753954,-122.481866
4,25,2019,35702,"Moderate Risk",73,94122,37.753954,-122.481866
4,25,2019,35702,"Moderate Risk",73,94122,37.753954,-122.481866
4,25,2019,35702,"Low Risk",73,94122,37.753954,-122.481866
12,11,2017,35771,"Low Risk",98,94102,37.788918,-122.408507
5,21,2019,35771,"Low Risk",98,94102,37.788918,-122.408507
3,19,2019,35786,"Low Risk",92,94132,37.723054,-122.483612
11,2,2018,35790,"None",100,94107,37.767692,-122.393977
3,20,2017,35805,"Moderate Risk",65,94121,37.782008,-122.485732
5,14,2018,35805,"Low Risk",90,94121,37.782008,-122.485732
1,2,2019,35805,"Low Risk",90,94121,37.782008,-122.485732
5,30,2018,35812,"Low Risk",90,94107,37.762679,-122.395859
5,30,2018,35812,"Low Risk",90,94107,37.762679,-122.395859
9,10,2019,35812,"Low Risk",86,94107,37.762679,-122.395859
9,10,2019,35812,"Moderate Risk",86,94107,37.762679,-122.395859
10,4,2016,35828,"Low Risk",79,94112,37.715986,-122.440039
10,31,2017,35828,"Low Risk",74,94112,37.715986,-122.440039
12,5,2016,35852,"Low Risk",94,94133,37.807358,-122.415294
12,5,2016,35852,"Low Risk",94,94133,37.807358,-122.415294
2,5,2018,35852,"Low Risk",86,94133,37.807358,-122.415294
2,5,2018,35852,"Moderate Risk",86,94133,37.807358,-122.415294
2,5,2018,35852,"Low Risk",86,94133,37.807358,-122.415294
2,5,2018,35852,"Low Risk",86,94133,37.807358,-122.415294
2,5,2018,35852,"Moderate Risk",86,94133,37.807358,-122.415294
9,4,2019,35852,"Moderate Risk",90,94133,37.807358,-122.415294
1,5,2017,35855,"Low Risk",87,94107,37.780728,-122.396522
4,10,2019,35855,"Low Risk",88,94107,37.780728,-122.396522
4,10,2019,35855,"Low Risk",88,94107,37.780728,-122.396522
7,1,2019,35862,"High Risk",93,94114,37.751423,-122.431618
1,10,2017,36014,"Low Risk",92,94114,37.763263,-122.43446
2,21,2018,36014,"High Risk",85,94114,37.763263,-122.43446
7,9,2019,36014,"Low Risk",83,94114,37.763263,-122.43446
5,1,2018,36020,"Moderate Risk",88,94109,37.783464,-122.415829
5,1,2018,36020,"Low Risk",88,94109,37.783464,-122.415829
5,1,2018,36020,"Low Risk",88,94109,37.783464,-122.415829
2,23,2017,36022,"Low Risk",73,94124,37.743419,-122.383536
2,23,2017,36022,"High Risk",73,94124,37.743419,-122.383536
2,23,2017,36022,"Low Risk",73,94124,37.743419,-122.383536
1,9,2019,36022,"Moderate Risk",75,94124,37.743419,-122.383536
1,9,2019,36022,"Moderate Risk",75,94124,37.743419,-122.383536
7,23,2019,36022,"Low Risk",86,94124,37.743419,-122.383536
7,23,2019,36022,"Low Risk",86,94124,37.743419,-122.383536
7,23,2019,36022,"Low Risk",86,94124,37.743419,-122.383536
12,28,2017,36023,"Moderate Risk",92,94123,37.800536,-122.43797
10,17,2016,36024,"Low Risk",90,94110,37.750967,-122.414014
8,16,2017,36024,"Low Risk",81,94110,37.750967,-122.414014
8,16,2017,36024,"Low Risk",81,94110,37.750967,-122.414014
5,21,2018,36024,"Low Risk",90,94110,37.750967,-122.414014
5,21,2018,36024,"Low Risk",90,94110,37.750967,-122.414014
5,1,2019,36024,"Low Risk",88,94110,37.750967,-122.414014
5,1,2019,36024,"Moderate Risk",88,94110,37.750967,-122.414014
11,29,2017,36160,"Low Risk",92,94112,37.726489,-122.433485
11,29,2017,36160,"Low Risk",92,94112,37.726489,-122.433485
3,4,2019,36160,"Low Risk",91,94112,37.726489,-122.433485
2,13,2018,36201,"Low Risk",96,94122,37.758941,-122.48591
1,31,2019,36201,"Low Risk",80,94122,37.758941,-122.48591
1,31,2019,36201,"High Risk",80,94122,37.758941,-122.48591
1,31,2019,36201,"Low Risk",80,94122,37.758941,-122.48591
1,26,2018,36205,"Moderate Risk",92,94105,37.787877,-122.398872
4,3,2019,36205,"Low Risk",86,94105,37.787877,-122.398872
9,16,2019,36205,"Moderate Risk",88,94105,37.787877,-122.398872
10,11,2017,36208,"Low Risk",90,94112,37.728582,-122.431482
1,4,2019,36208,"Low Risk",92,94112,37.728582,-122.431482
11,1,2017,36213,"None",100,94111,37.795108,-122.396184
3,11,2019,36213,"Low Risk",96,94111,37.795108,-122.396184
12,19,2017,36215,"Low Risk",98,94133,37.808931,-122.415069
1,12,2017,36348,"Low Risk",92,94110,37.762217,-122.415035
12,5,2017,36348,"Moderate Risk",90,94110,37.762217,-122.415035
12,5,2017,36348,"Moderate Risk",90,94110,37.762217,-122.415035
12,12,2018,36348,"Low Risk",92,94110,37.762217,-122.415035
12,12,2018,36348,"Low Risk",92,94110,37.762217,-122.415035
10,2,2019,36348,"Moderate Risk",77,94110,37.762217,-122.415035
10,2,2019,36348,"Moderate Risk",77,94110,37.762217,-122.415035
1,31,2017,36378,"Moderate Risk",92,94103,37.774691,-122.410535
2,13,2018,36378,"Moderate Risk",96,94103,37.774691,-122.410535
9,10,2019,36378,"Moderate Risk",90,94103,37.774691,-122.410535
10,11,2018,36452,"Low Risk",88,94117,37.770053,-122.446337
8,8,2019,36452,"High Risk",81,94117,37.770053,-122.446337
8,8,2019,36452,"Moderate Risk",81,94117,37.770053,-122.446337
12,12,2016,36473,"Low Risk",94,94108,37.794898,-122.406356
11,9,2017,36473,"Low Risk",92,94108,37.794898,-122.406356
11,9,2017,36473,"Moderate Risk",92,94108,37.794898,-122.406356
12,6,2018,36473,"Low Risk",92,94108,37.794898,-122.406356
12,6,2018,36473,"Low Risk",92,94108,37.794898,-122.406356
4,24,2018,36474,"Low Risk",90,94104,37.788327,-122.401444
4,22,2019,36474,"High Risk",80,94104,37.788327,-122.401444
2,5,2018,36494,"High Risk",91,94103,37.782368,-122.40743
2,5,2018,36494,"Low Risk",91,94103,37.782368,-122.40743
4,2,2019,36494,"Moderate Risk",94,94103,37.782368,-122.40743
4,2,2019,36494,"Low Risk",94,94103,37.782368,-122.40743
4,25,2018,36512,"Moderate Risk",94,94105,37.788613,-122.393894
4,25,2018,36513,"Low Risk",92,94105,37.788613,-122.393894
4,25,2018,36513,"Low Risk",92,94105,37.788613,-122.393894
3,14,2017,36523,"Moderate Risk",83,94123,37.800483,-122.438567
5,2,2018,36523,"Moderate Risk",82,94123,37.800483,-122.438567
6,12,2018,36534,"Low Risk",86,94118,37.787218,-122.447403
6,12,2018,36534,"Moderate Risk",86,94118,37.787218,-122.447403
1,23,2019,36534,"Low Risk",96,94118,37.787218,-122.447403
1,23,2019,36534,"Low Risk",96,94118,37.787218,-122.447403
12,17,2016,36570,"Low Risk",85,94134,37.712166,-122.402934
12,17,2016,36570,"Moderate Risk",85,94134,37.712166,-122.402934
11,2,2017,36570,"Low Risk",86,94134,37.712166,-122.402934
10,28,2016,36571,"Low Risk",74,94121,37.781558,-122.493393
10,28,2016,36571,"Moderate Risk",74,94121,37.781558,-122.493393
8,18,2017,36571,"Low Risk",85,94121,37.781558,-122.493393
8,24,2018,36571,"Moderate Risk",90,94121,37.781558,-122.493393
3,8,2019,36571,"Low Risk",85,94121,37.781558,-122.493393
3,8,2019,36571,"High Risk",85,94121,37.781558,-122.493393
3,8,2019,36571,"Low Risk",85,94121,37.781558,-122.493393
9,20,2019,36571,"Moderate Risk",85,94121,37.781558,-122.493393
9,14,2017,36589,"Low Risk",81,94110,37.749603,-122.408928
9,14,2017,36589,"Low Risk",81,94110,37.749603,-122.408928
6,4,2018,36589,"Low Risk",67,94110,37.749603,-122.408928
6,4,2018,36589,"Low Risk",67,94110,37.749603,-122.408928
6,4,2018,36589,"Low Risk",67,94110,37.749603,-122.408928
9,26,2017,36602,"Low Risk",98,94111,37.796854,-122.399936
4,30,2019,36602,"Low Risk",82,94111,37.796854,-122.399936
4,30,2019,36602,"Moderate Risk",82,94111,37.796854,-122.399936
7,25,2018,36614,"Moderate Risk",83,94114,37.760959,-122.434302
11,8,2017,36618,"Moderate Risk",92,94122,37.765384,-122.478129
11,8,2017,36618,"Low Risk",92,94122,37.765384,-122.478129
2,1,2017,36635,"Low Risk",88,94117,37.769893,-122.447588
2,1,2017,36635,"Low Risk",88,94117,37.769893,-122.447588
10,16,2018,36635,"Moderate Risk",92,94117,37.769893,-122.447588
10,16,2018,36635,"Low Risk",92,94117,37.769893,-122.447588
6,29,2017,36673,"High Risk",64,94109,37.786197,-122.417614
11,13,2017,36673,"Low Risk",90,94109,37.786197,-122.417614
11,13,2017,36673,"Low Risk",90,94109,37.786197,-122.417614
4,23,2018,36673,"Moderate Risk",90,94109,37.786197,-122.417614
4,23,2018,36673,"Low Risk",90,94109,37.786197,-122.417614
10,24,2018,36673,"Low Risk",92,94109,37.786197,-122.417614
4,23,2019,36673,"Low Risk",89,94109,37.786197,-122.417614
4,23,2019,36673,"High Risk",89,94109,37.786197,-122.417614
10,12,2017,36685,"Moderate Risk",90,94110,37.751868,-122.420665
6,4,2019,36685,"Moderate Risk",92,94110,37.751868,-122.420665
11,4,2016,36695,"Low Risk",98,94114,37.768824,-122.429127
10,6,2016,36730,"Moderate Risk",88,94118,37.783148,-122.460661
10,6,2016,36730,"Low Risk",88,94118,37.783148,-122.460661
5,23,2019,36730,"Low Risk",96,94118,37.783148,-122.460661
4,27,2018,36744,"Moderate Risk",71,94102,37.781788,-122.414704
4,27,2018,36744,"High Risk",71,94102,37.781788,-122.414704
4,27,2018,36744,"High Risk",71,94102,37.781788,-122.414704
8,3,2017,36745,"High Risk",71,94103,37.773447,-122.418123
4,11,2019,36745,"Low Risk",85,94103,37.773447,-122.418123
12,14,2016,36758,"Low Risk",86,94117,37.771988,-122.431564
12,14,2016,36758,"Moderate Risk",86,94117,37.771988,-122.431564
12,14,2016,36758,"Moderate Risk",86,94117,37.771988,-122.431564
10,3,2018,36758,"High Risk",89,94117,37.771988,-122.431564
11,2,2016,36840,"Moderate Risk",92,94103,37.766994,-122.422035
12,7,2017,36840,"High Risk",82,94103,37.766994,-122.422035
6,14,2018,36840,"Moderate Risk",82,94103,37.766994,-122.422035
9,27,2017,36850,"Low Risk",91,94118,37.782058,-122.484602
6,4,2019,36875,"Moderate Risk",94,94108,37.790184,-122.408468
11,9,2016,36876,"High Risk",91,94114,37.760974,-122.432959
11,9,2016,36876,"Low Risk",91,94114,37.760974,-122.432959
9,4,2018,36876,"Moderate Risk",92,94114,37.760974,-122.432959
9,4,2018,36876,"Moderate Risk",92,94114,37.760974,-122.432959
1,31,2017,37038,"Low Risk",94,94103,37.764693,-122.403699
2,22,2018,37038,"High Risk",89,94103,37.764693,-122.403699
12,5,2017,37060,"Moderate Risk",85,94118,37.782576,-122.46648
10,24,2018,37060,"Low Risk",94,94118,37.782576,-122.46648
5,7,2019,37060,"High Risk",85,94118,37.782576,-122.46648
5,7,2019,37060,"Moderate Risk",85,94118,37.782576,-122.46648
5,7,2019,37060,"Low Risk",85,94118,37.782576,-122.46648
6,29,2017,37090,"High Risk",71,94103,37.772008,-122.413803
6,29,2017,37090,"High Risk",71,94103,37.772008,-122.413803
6,29,2017,37090,"High Risk",71,94103,37.772008,-122.413803
5,21,2018,37090,"Moderate Risk",86,94103,37.772008,-122.413803
2,1,2019,37090,"Moderate Risk",86,94103,37.772008,-122.413803
8,6,2019,37090,"Moderate Risk",85,94103,37.772008,-122.413803
9,22,2017,37115,"Low Risk",83,94108,37.791534,-122.404214
10,10,2018,37115,"Moderate Risk",94,94108,37.791534,-122.404214
6,4,2019,37115,"Low Risk",87,94108,37.791534,-122.404214
6,4,2019,37115,"High Risk",87,94108,37.791534,-122.404214
6,4,2019,37115,"Low Risk",87,94108,37.791534,-122.404214
6,4,2019,37115,"Low Risk",87,94108,37.791534,-122.404214
12,6,2017,37151,"Low Risk",92,94133,37.797129,-122.406807
12,6,2017,37151,"Moderate Risk",92,94133,37.797129,-122.406807
12,15,2016,37166,"Moderate Risk",92,94103,37.781664,-122.404778
9,9,2019,37166,"Moderate Risk",88,94103,37.781664,-122.404778
1,23,2018,37167,"None",100,94013,37.781664,-122.404778
9,9,2019,37167,"Low Risk",92,94013,37.781664,-122.404778
9,9,2019,37168,"Moderate Risk",80,94103,37.781664,-122.404778
9,9,2019,37168,"High Risk",80,94103,37.781664,-122.404778
9,9,2019,37169,"None",100,94013,37.781664,-122.404778
1,23,2018,37171,"None",100,94103,37.781664,-122.404778
12,26,2018,37231,"High Risk",64,94108,37.794723,-122.406944
12,26,2018,37231,"Moderate Risk",64,94108,37.794723,-122.406944
12,26,2018,37231,"High Risk",64,94108,37.794723,-122.406944
12,26,2018,37231,"High Risk",64,94108,37.794723,-122.406944
12,26,2018,37231,"Low Risk",64,94108,37.794723,-122.406944
8,26,2019,37231,"Low Risk",77,94108,37.794723,-122.406944
8,26,2019,37231,"Low Risk",77,94108,37.794723,-122.406944
8,26,2019,37231,"High Risk",77,94108,37.794723,-122.406944
1,26,2018,37232,"Moderate Risk",94,94118,37.788123,-122.447197
2,14,2018,37234,"Moderate Risk",96,94114,37.766667,-122.428894
12,12,2016,37304,"High Risk",85,94110,37.73598,-122.424438
12,12,2016,37304,"Low Risk",85,94110,37.73598,-122.424438
12,12,2016,37304,"Low Risk",85,94110,37.73598,-122.424438
1,3,2018,37304,"Low Risk",76,94110,37.73598,-122.424438
1,3,2018,37304,"High Risk",76,94110,37.73598,-122.424438
1,3,2018,37304,"Low Risk",76,94110,37.73598,-122.424438
1,31,2019,37304,"High Risk",71,94110,37.73598,-122.424438
1,31,2019,37304,"Low Risk",71,94110,37.73598,-122.424438
2,14,2017,37344,"Moderate Risk",77,94102,37.780597,-122.416464
2,14,2017,37344,"Moderate Risk",77,94102,37.780597,-122.416464
2,14,2017,37344,"Low Risk",77,94102,37.780597,-122.416464
5,24,2018,37344,"Low Risk",71,94102,37.780597,-122.416464
1,11,2018,37350,"Low Risk",96,94103,37.785386,-122.403723
4,12,2019,37350,"Low Risk",94,94103,37.785386,-122.403723
1,18,2017,37361,"None",100,94109,37.806388,-122.422165
4,2,2019,37361,"None",100,94109,37.806388,-122.422165
12,5,2016,37389,"Low Risk",90,94133,37.805514,-122.411914
12,5,2016,37389,"Low Risk",90,94133,37.805514,-122.411914
2,7,2018,37389,"Low Risk",86,94133,37.805514,-122.411914
2,7,2018,37389,"Moderate Risk",86,94133,37.805514,-122.411914
4,8,2019,37389,"Moderate Risk",90,94133,37.805514,-122.411914
4,8,2019,37389,"Low Risk",90,94133,37.805514,-122.411914
4,27,2018,37390,"Moderate Risk",78,94115,37.777848,-122.438123
4,27,2018,37390,"High Risk",78,94115,37.777848,-122.438123
12,6,2017,37405,"High Risk",77,94118,37.781278,-122.461312
6,20,2019,37405,"Moderate Risk",70,94118,37.781278,-122.461312
6,20,2019,37405,"Moderate Risk",70,94118,37.781278,-122.461312
9,20,2017,37407,"High Risk",80,94110,37.756771,-122.421019
5,22,2018,37407,"Moderate Risk",77,94110,37.756771,-122.421019
5,22,2018,37407,"Moderate Risk",77,94110,37.756771,-122.421019
5,22,2018,37407,"Moderate Risk",77,94110,37.756771,-122.421019
6,13,2019,37407,"High Risk",78,94110,37.756771,-122.421019
6,13,2019,37407,"Low Risk",78,94110,37.756771,-122.421019
6,13,2019,37407,"Low Risk",78,94110,37.756771,-122.421019
6,13,2019,37407,"High Risk",78,94110,37.756771,-122.421019
2,22,2018,37482,"Low Risk",92,94127,37.740144,-122.466569
2,22,2018,37482,"Moderate Risk",92,94127,37.740144,-122.466569
1,9,2019,37482,"Low Risk",85,94127,37.740144,-122.466569
4,8,2019,37507,"None",100,94132,37.720894,-122.478029
11,14,2016,37651,"Low Risk",87,94102,37.787168,-122.410124
11,14,2016,37651,"High Risk",87,94102,37.787168,-122.410124
1,3,2019,37651,"Low Risk",96,94102,37.787168,-122.410124
5,11,2017,37654,"Low Risk",88,94118,37.785343,-122.461547
5,11,2017,37654,"Moderate Risk",88,94118,37.785343,-122.461547
7,10,2018,37656,"Low Risk",96,94118,37.780713,-122.469299
6,12,2018,37658,"Low Risk",88,94124,37.741597,-122.406398
6,12,2018,37658,"Moderate Risk",88,94124,37.741597,-122.406398
2,6,2019,37682,"Low Risk",82,94109,37.787863,-122.411407
2,6,2019,37682,"Moderate Risk",82,94109,37.787863,-122.411407
2,6,2019,37682,"Low Risk",82,94109,37.787863,-122.411407
2,6,2019,37682,"Low Risk",82,94109,37.787863,-122.411407
9,16,2019,37682,"Moderate Risk",88,94109,37.787863,-122.411407
5,8,2017,37717,"Low Risk",96,94108,37.790593,-122.404024
1,2,2019,37717,"Low Risk",94,94108,37.790593,-122.404024
8,22,2017,37731,"High Risk",87,94110,37.754698,-122.420945
3,14,2018,37731,"Low Risk",88,94110,37.754698,-122.420945
3,14,2019,37731,"Moderate Risk",88,94110,37.754698,-122.420945
3,14,2019,37731,"Low Risk",88,94110,37.754698,-122.420945
3,1,2018,37732,"None",100,94102,37.782938,-122.413133
1,10,2017,37755,"Low Risk",90,94117,37.771483,-122.435127
5,30,2018,37755,"Moderate Risk",90,94117,37.771483,-122.435127
4,17,2019,37755,"Low Risk",88,94117,37.771483,-122.435127
4,17,2019,37755,"Moderate Risk",88,94117,37.771483,-122.435127
7,17,2018,37792,"Moderate Risk",92,94107,37.759868,-122.387584
10,24,2017,37802,"Low Risk",88,94133,37.807167,-122.418936
3,6,2019,37820,"None",100,94132,37.720894,-122.478029
3,27,2018,37833,"Low Risk",98,94122,37.76368,-122.473198
3,16,2018,37882,"Moderate Risk",86,94121,37.780087,-122.482596
3,16,2018,37882,"Moderate Risk",86,94121,37.780087,-122.482596
3,16,2018,37882,"Low Risk",86,94121,37.780087,-122.482596
3,11,2019,37882,"Low Risk",86,94121,37.780087,-122.482596
3,11,2019,37882,"Moderate Risk",86,94121,37.780087,-122.482596
3,11,2019,37882,"Moderate Risk",86,94121,37.780087,-122.482596
11,16,2017,38070,"Low Risk",88,94114,37.767718,-122.429332
11,16,2017,38070,"Moderate Risk",88,94114,37.767718,-122.429332
10,26,2018,38070,"Low Risk",82,94114,37.767718,-122.429332
8,3,2017,38072,"Moderate Risk",73,94121,37.783984,-122.481969
9,25,2018,38072,"Low Risk",73,94121,37.783984,-122.481969
9,25,2018,38072,"Moderate Risk",73,94121,37.783984,-122.481969
9,25,2018,38072,"High Risk",73,94121,37.783984,-122.481969
4,30,2019,38072,"Low Risk",86,94121,37.783984,-122.481969
4,30,2019,38072,"Moderate Risk",86,94121,37.783984,-122.481969
4,30,2019,38072,"Moderate Risk",86,94121,37.783984,-122.481969
9,24,2018,38073,"Low Risk",92,94116,37.735568,-122.50293
3,14,2019,38106,"Moderate Risk",87,94111,37.788515,-122.463824
9,18,2018,38112,"Moderate Risk",94,94102,37.779847,-122.418985
10,2,2017,38179,"Low Risk",94,94111,37.805643,-122.40529
10,2,2017,38179,"Low Risk",94,94111,37.805643,-122.40529
8,22,2017,38201,"Moderate Risk",92,94105,37.788864,-122.394613
3,5,2019,38201,"High Risk",91,94105,37.788864,-122.394613
9,12,2017,38202,"Low Risk",76,94134,37.727898,-122.403751
9,12,2017,38202,"Moderate Risk",76,94134,37.727898,-122.403751
2,5,2019,38202,"High Risk",72,94134,37.727898,-122.403751
2,5,2019,38202,"High Risk",72,94134,37.727898,-122.403751
9,26,2017,38231,"Low Risk",98,94133,37.80824,-122.410189
8,16,2019,38231,"Moderate Risk",92,94133,37.80824,-122.410189
2,10,2017,38247,"Moderate Risk",96,94132,37.723054,-122.483612
10,4,2017,38247,"Moderate Risk",96,94132,37.723054,-122.483612
8,8,2017,38258,"Low Risk",75,94112,37.722898,-122.436086
8,8,2017,38258,"Moderate Risk",75,94112,37.722898,-122.436086
1,8,2019,38258,"High Risk",68,94112,37.722898,-122.436086
1,8,2019,38258,"Low Risk",68,94112,37.722898,-122.436086
1,8,2019,38258,"Low Risk",68,94112,37.722898,-122.436086
1,17,2018,38259,"Low Risk",85,94103,37.785386,-122.403918
1,17,2018,38259,"Moderate Risk",85,94103,37.785386,-122.403918
4,15,2019,38259,"Moderate Risk",88,94103,37.785386,-122.403918
4,15,2019,38259,"Low Risk",88,94103,37.785386,-122.403918
7,11,2017,38307,"Low Risk",90,94133,37.807263,-122.41722
11,16,2016,38379,"Low Risk",96,94110,37.762344,-122.419386
10,30,2017,38379,"High Risk",89,94110,37.762344,-122.419386
6,25,2018,38379,"Low Risk",88,94110,37.762344,-122.419386
7,17,2019,38379,"Moderate Risk",90,94110,37.762344,-122.419386
7,17,2019,38379,"Moderate Risk",90,94110,37.762344,-122.419386
11,9,2016,38423,"None",98,94110,37.752928,-122.407612
6,20,2017,38423,"None",98,94110,37.752928,-122.407612
1,3,2017,38442,"High Risk",77,94115,37.786578,-122.440096
1,3,2017,38442,"Moderate Risk",77,94115,37.786578,-122.440096
10,15,2018,38442,"Moderate Risk",63,94115,37.786578,-122.440096
4,30,2019,38442,"Moderate Risk",71,94115,37.786578,-122.440096
4,30,2019,38442,"Low Risk",71,94115,37.786578,-122.440096
6,6,2018,38458,"Moderate Risk",92,94115,37.785227,-122.431472
4,29,2019,38479,"Low Risk",90,94107,37.785404,-122.396979
4,29,2019,38479,"Moderate Risk",90,94107,37.785404,-122.396979
1,9,2017,38485,"Moderate Risk",77,94116,37.742058,-122.498692
1,9,2017,38485,"Moderate Risk",77,94116,37.742058,-122.498692
1,9,2017,38485,"High Risk",77,94116,37.742058,-122.498692
8,30,2017,38485,"Moderate Risk",88,94116,37.742058,-122.498692
8,30,2017,38485,"Moderate Risk",88,94116,37.742058,-122.498692
6,20,2018,38485,"Moderate Risk",92,94116,37.742058,-122.498692
9,24,2019,38485,"Low Risk",92,94116,37.742058,-122.498692
9,24,2019,38485,"Low Risk",92,94116,37.742058,-122.498692
11,20,2017,38530,"Low Risk",82,94104,37.789804,-122.40077
11,20,2017,38530,"Moderate Risk",82,94104,37.789804,-122.40077
1,23,2017,38564,"Low Risk",74,94107,37.780914,-122.396389
1,23,2017,38564,"High Risk",74,94107,37.780914,-122.396389
1,23,2017,38564,"Low Risk",74,94107,37.780914,-122.396389
1,23,2017,38564,"Low Risk",74,94107,37.780914,-122.396389
1,23,2017,38564,"High Risk",74,94107,37.780914,-122.396389
1,22,2018,38564,"High Risk",86,94107,37.780914,-122.396389
1,22,2018,38564,"High Risk",86,94107,37.780914,-122.396389
1,28,2019,38564,"High Risk",83,94107,37.780914,-122.396389
1,28,2019,38564,"Moderate Risk",83,94107,37.780914,-122.396389
8,22,2019,38564,"Low Risk",87,94107,37.780914,-122.396389
12,6,2017,38566,"Moderate Risk",81,94103,37.785638,-122.404189
2,28,2019,38566,"Low Risk",92,94103,37.785638,-122.404189
2,28,2019,38566,"Moderate Risk",92,94103,37.785638,-122.404189
4,19,2017,38580,"Moderate Risk",83,94110,37.752858,-122.408912
4,19,2017,38580,"Low Risk",83,94110,37.752858,-122.408912
11,13,2017,38580,"Moderate Risk",88,94110,37.752858,-122.408912
11,13,2017,38580,"Low Risk",88,94110,37.752858,-122.408912
3,20,2019,38580,"Moderate Risk",88,94110,37.752858,-122.408912
3,20,2019,38580,"Low Risk",88,94110,37.752858,-122.408912
2,23,2017,38606,"High Risk",87,94102,37.786748,-122.413404
2,23,2017,38606,"Low Risk",87,94102,37.786748,-122.413404
2,28,2018,38606,"Moderate Risk",87,94102,37.786748,-122.413404
1,5,2017,38611,"Moderate Risk",78,94105,37.788613,-122.393894
